location_id,source_type,status,failure_reason,address_type,name,display_name,latitude,longitude,house_number,road,neighbourhood,suburb,county,city,state,ISO3166-2-lvl4,postcode,country,country_code
1,filming,success,,house,,"725, East 5th Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10009, United States",40.7225384,-73.9786049,725,East 5th Street,Manhattan Community Board 3,Manhattan,New York County,City of New York,New York,US-NY,10009,United States,us
2,filming,success,,yes,,"9, Murray Street, Lower Manhattan, Manhattan, New York County, City of New York, New York, 10007, United States",40.71360755,-74.00786515839098,9,Murray Street,,Manhattan,New York County,City of New York,New York,US-NY,10007,United States,us
3,filming,success,,secondary,7th Avenue,"7th Avenue, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10019, United States",40.75922040082986,-73.98462105157385,,7th Avenue,Manhattan Community Board 5,Manhattan,New York County,City of New York,New York,US-NY,10019,United States,us
4,filming,success,,house,,"23, East 63rd Street, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10065, United States",40.7662611,-73.9697195,23,East 63rd Street,Manhattan Community Board 8,Manhattan,New York County,City of New York,New York,US-NY,10065,United States,us
5,filming,success,,memorial,National September 11 Memorial & Museum,"National September 11 Memorial & Museum, 180, Greenwich Street, Whitehall, Lower Manhattan, Manhattan, New York County, City of New York, New York, 10007, United States",40.711367499999994,-74.01327039290445,180,Greenwich Street,Whitehall,Manhattan,New York County,City of New York,New York,US-NY,10007,United States,us
6,filming,success,,garden,,"FDR Drive, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10162, United States",40.7748863,-73.94303374436393,,FDR Drive,Manhattan Community Board 8,Manhattan,New York County,City of New York,New York,US-NY,10162,United States,us
7,filming,success,,house,,"46-09, 11th Street, Long Island City, Queens, Queens County, City of New York, New York, 11101, United States",40.7460338,-73.9502224,46-09,11th Street,,Queens,Queens County,City of New York,New York,US-NY,11101,United States,us
8,filming,success,,artwork,The Five Founders of the Statue of Liberty,"The Five Founders of the Statue of Liberty, Flagpole Plaza, Jersey City, Hudson County, New Jersey, 07303, United States",40.6897667,-74.0438937,,Flagpole Plaza,,,Hudson County,Jersey City,New Jersey,US-NJ,07303,United States,us
9,filming,success,,ruins,Fort Gibson,"Fort Gibson, Ellis Island Bridge, Jersey City, Hudson County, New Jersey, 07303, United States",40.6991315,-74.0386701,,Ellis Island Bridge,,,Hudson County,Jersey City,New Jersey,US-NJ,07303,United States,us
10,filming,success,,house,,"104, Grand Street, University Village, Manhattan, New York County, City of New York, New York, 10013, United States",40.7213671,-74.0015065,104,Grand Street,University Village,Manhattan,New York County,City of New York,New York,US-NY,10013,United States,us
11,filming,success,,house,,"30, East 95th Street, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10128, United States",40.7865584,-73.9549011,30,East 95th Street,Manhattan Community Board 8,Manhattan,New York County,City of New York,New York,US-NY,10128,United States,us
12,filming,success,,yes,,"68, Mott Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10013, United States",40.71614455,-73.99790367225708,68,Mott Street,Manhattan Community Board 3,Manhattan,New York County,City of New York,New York,US-NY,10013,United States,us
13,filming,success,,yes,,"70, Mercer Street, University Village, Manhattan, New York County, City of New York, New York, 10012, United States",40.72242445,-74.00018739097199,70,Mercer Street,University Village,Manhattan,New York County,City of New York,New York,US-NY,10012,United States,us
14,filming,success,,toilets,Riegelmann Boardwalk Restroom,"Riegelmann Boardwalk Restroom, 426-830, Riegelmann Boardwalk, West Brighton, Brooklyn, Kings County, City of New York, New York, 11224, United States",40.573378,-73.97584604959484,426-830,Riegelmann Boardwalk,West Brighton,Brooklyn,Kings County,City of New York,New York,US-NY,11224,United States,us
15,filming,success,,bridge,,"Old Slip, Whitehall, Manhattan, New York County, City of New York, New York, 10005, United States",40.70577825,-74.00360515001154,,Old Slip,Whitehall,Manhattan,New York County,City of New York,New York,US-NY,10005,United States,us
16,filming,success,,house,,"7, Sutton Square, Sutton, Manhattan Community Board 6, Manhattan, New York County, City of New York, New York, 10022, United States",40.757898,-73.9596114,7,Sutton Square,Sutton,Manhattan,New York County,City of New York,New York,US-NY,10022,United States,us
17,filming,success,,yes,,"40, East 68th Street, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10065, United States",40.76872505,-73.96668130942243,40,East 68th Street,Manhattan Community Board 8,Manhattan,New York County,City of New York,New York,US-NY,10065,United States,us
18,filming,success,,yes,,"39, West 95th Street, Manhattan Community Board 7, Manhattan, New York County, City of New York, New York, 10025, United States",40.791736099999994,-73.96649865,39,West 95th Street,Manhattan Community Board 7,Manhattan,New York County,City of New York,New York,US-NY,10025,United States,us
19,filming,success,,house,,"742, 5th Avenue, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10019, United States",40.7633428,-73.9739177,742,5th Avenue,Manhattan Community Board 5,Manhattan,New York County,City of New York,New York,US-NY,10019,United States,us
20,filming,success,,school,Public School 41,"Public School 41, 116, West 11th Street, Manhattan, New York County, City of New York, New York, 10011, United States",40.73547790000001,-73.99952780844302,116,West 11th Street,,Manhattan,New York County,City of New York,New York,US-NY,10011,United States,us
21,filming,success,,playground,Washington Square Playground,"Washington Square Playground, Washington Square North, University Village, Manhattan, New York County, City of New York, New York, 10012, United States",40.7308294,-73.99670745349188,,Washington Square North,University Village,Manhattan,New York County,City of New York,New York,US-NY,10012,United States,us
22,filming,success,,house,,"679, Greenwich Street, Manhattan, New York County, City of New York, New York, 10014, United States",40.7330367,-74.0073429,679,Greenwich Street,,Manhattan,New York County,City of New York,New York,US-NY,10014,United States,us
23,filming,success,,yes,Building 1,"Building 1, 79, Essex Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States",40.71815485,-73.98890247329652,79,Essex Street,Manhattan Community Board 3,Manhattan,New York County,City of New York,New York,US-NY,10002,United States,us
24,filming,success,,yes,,"336, West 19th Street, Manhattan Community Board 4, Manhattan, New York County, City of New York, New York, 10011, United States",40.7433477,-74.00191442249661,336,West 19th Street,Manhattan Community Board 4,Manhattan,New York County,City of New York,New York,US-NY,10011,United States,us
25,filming,success,,waste_basket,,"East 59th Street, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10022, United States",40.7640239,-73.9729249,,East 59th Street,Manhattan Community Board 5,Manhattan,New York County,City of New York,New York,US-NY,10022,United States,us
26,filming,success,,apartments,,"101, Prospect Park Southwest, Brooklyn, Kings County, City of New York, New York, 11218, United States",40.657689399999995,-73.97439009538536,101,Prospect Park Southwest,,Brooklyn,Kings County,City of New York,New York,US-NY,11218,United States,us
27,filming,success,,yes,Trump Tower,"Trump Tower, 721/725, 5th Avenue, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10022, United States",40.7623148,-73.97390282125886,721/725,5th Avenue,Manhattan Community Board 5,Manhattan,New York County,City of New York,New York,US-NY,10022,United States,us
28,filming,success,,yes,,"11, East 71st Street, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10021, United States",40.771485299999995,-73.96635555394415,11,East 71st Street,Manhattan Community Board 8,Manhattan,New York County,City of New York,New York,US-NY,10021,United States,us
29,filming,success,,pedestrian,,"Manhattan, New York County, City of New York, New York, 10153, United States",40.77152175,-73.97192263871874,,,,Manhattan,New York County,City of New York,New York,US-NY,10153,United States,us
30,filming,success,,yes,,"850, 7th Avenue, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10019, United States",40.764068,-73.98146250525862,850,7th Avenue,Manhattan Community Board 5,Manhattan,New York County,City of New York,New York,US-NY,10019,United States,us
31,filming,success,,primary,Cross Bay Boulevard,"Cross Bay Boulevard, Queens, Queens County, City of New York, New York, 11693, United States",40.66551459509092,-73.84133988055754,,Cross Bay Boulevard,,Queens,Queens County,City of New York,New York,US-NY,11693,United States,us
32,filming,success,,cinema,AMC Loews 19th St. East 6,"AMC Loews 19th St. East 6, East 19th Street, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10003, United States",40.7385891,-73.9896994,,East 19th Street,Manhattan Community Board 5,Manhattan,New York County,City of New York,New York,US-NY,10003,United States,us
33,filming,success,,bar,The Mayfly,"The Mayfly, 269, East Houston Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States",40.7215253,-73.9846546,269,East Houston Street,Manhattan Community Board 3,Manhattan,New York County,City of New York,New York,US-NY,10002,United States,us
34,filming,success,,apartments,,"208, West 23rd Street, Manhattan Community Board 4, Manhattan, New York County, City of New York, New York, 10011, United States",40.744137800000004,-73.99643999777962,208,West 23rd Street,Manhattan Community Board 4,Manhattan,New York County,City of New York,New York,US-NY,10011,United States,us
35,filming,success,,yes,,"423, Baltic Street, Gowanus Houses, Brooklyn, Kings County, City of New York, New York, 11217, United States",40.68413965,-73.9877257261223,423,Baltic Street,,Brooklyn,Kings County,City of New York,New York,US-NY,11217,United States,us
36,filming,success,,unclassified,Margaret Corbin Plaza,"Margaret Corbin Plaza, Fort George, Manhattan, New York County, City of New York, New York, 10040, United States",40.85946799680661,-73.93408150131994,,Margaret Corbin Plaza,Fort George,Manhattan,New York County,City of New York,New York,US-NY,10040,United States,us
37,filming,success,,yes,,"64, East 127th Street, Manhattan Community Board 11, Manhattan, New York County, City of New York, New York, 10035, United States",40.8066273,-73.93918968534332,64,East 127th Street,Manhattan Community Board 11,Manhattan,New York County,City of New York,New York,US-NY,10035,United States,us
38,filming,success,,platform,53rd Street-5th Avenue,"53rd Street-5th Avenue, West 53rd Street, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10019, United States",40.7601081,-73.97507774988318,,West 53rd Street,Manhattan Community Board 5,Manhattan,New York County,City of New York,New York,US-NY,10019,United States,us
39,filming,success,,house,,"31, Chambers Street, Lower Manhattan, Manhattan, New York County, City of New York, New York, 10007, United States",40.7133995,-74.0043882,31,Chambers Street,,Manhattan,New York County,City of New York,New York,US-NY,10007,United States,us
40,filming,success,,house,,"493, Macon Street, Bedford-Stuyvesant, Brooklyn, Kings County, City of New York, New York, 11233, United States",40.6832291,-73.9318745,493,Macon Street,Bedford-Stuyvesant,Brooklyn,Kings County,City of New York,New York,US-NY,11233,United States,us
41,filming,success,,yes,,"33, Essex Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States",40.71604135,-73.98979465494094,33,Essex Street,Manhattan Community Board 3,Manhattan,New York County,City of New York,New York,US-NY,10002,United States,us
42,filming,success,,apartments,176 Bleecker,"176 Bleecker, 176, Bleecker Street, University Village, Manhattan, New York County, City of New York, New York, 10012, United States",40.72883075,-74.00085398195714,176,Bleecker Street,University Village,Manhattan,New York County,City of New York,New York,US-NY,10012,United States,us
43,filming,success,,pedestrian,West Drive,"West Drive, Manhattan, New York County, City of New York, New York, 10024, United States",40.77954103399415,-73.97152592328783,,West Drive,,Manhattan,New York County,City of New York,New York,US-NY,10024,United States,us
44,filming,success,,house,,"719, 7th Avenue, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10036, United States",40.7596635,-73.9840794,719,7th Avenue,Manhattan Community Board 5,Manhattan,New York County,City of New York,New York,US-NY,10036,United States,us
45,filming,success,,secondary,Cadman Plaza West,"Cadman Plaza West, Downtown Brooklyn, Brooklyn, Kings County, City of New York, New York, 11242, United States",40.693800411601515,-73.99040138915511,,Cadman Plaza West,Downtown Brooklyn,Brooklyn,Kings County,City of New York,New York,US-NY,11242,United States,us
46,filming,success,,apartments,,"8, Saint Marks Place, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10003, United States",40.7290766,-73.98947110898294,8,Saint Marks Place,Manhattan Community Board 3,Manhattan,New York County,City of New York,New York,US-NY,10003,United States,us
47,filming,success,,house,,"4229, Broadway, Manhattan Community Board 12, Manhattan, New York County, City of New York, New York, 10033, United States",40.8492621,-73.9369634,4229,Broadway,Manhattan Community Board 12,Manhattan,New York County,City of New York,New York,US-NY,10033,United States,us
48,filming,success,,service,West Drive,"West Drive, Manhattan, New York County, City of New York, New York, 10106, United States",40.76703495688878,-73.97896924325511,,West Drive,,Manhattan,New York County,City of New York,New York,US-NY,10106,United States,us
49,filming,success,,yes,,"167, Do The Right Thing Way, Bedford-Stuyvesant, Brooklyn, Kings County, City of New York, New York, 11221, United States",40.68932355,-73.9330907535254,167,Do The Right Thing Way,Bedford-Stuyvesant,Brooklyn,Kings County,City of New York,New York,US-NY,11221,United States,us
50,filming,success,,residential,16th Street,"16th Street, Windsor Terrace, Brooklyn, Kings County, City of New York, New York, 11218, United States",40.65724141072105,-73.97423458338703,,16th Street,Windsor Terrace,Brooklyn,Kings County,City of New York,New York,US-NY,11218,United States,us
51,filming,success,,attraction,Empire State Building,"Empire State Building, 350, 5th Avenue, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10118, United States",40.74844205,-73.98565890160751,350,5th Avenue,Manhattan Community Board 5,Manhattan,New York County,City of New York,New York,US-NY,10118,United States,us
52,filming,success,,museum,Guggenheim Museum,"Guggenheim Museum, 1071, 5th Avenue, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10128, United States",40.7829932,-73.95892501810057,1071,5th Avenue,Manhattan Community Board 8,Manhattan,New York County,City of New York,New York,US-NY,10128,United States,us
53,filming,success,,house,,"85, Rivington Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States",40.7202036,-73.9890555,85,Rivington Street,Manhattan Community Board 3,Manhattan,New York County,City of New York,New York,US-NY,10002,United States,us
54,filming,success,,commercial,Americas Tower,"Americas Tower, 1177, 6th Avenue, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10019, United States",40.757312299999995,-73.98275822451703,1177,6th Avenue,Manhattan Community Board 5,Manhattan,New York County,City of New York,New York,US-NY,10019,United States,us
55,filming,success,,hospital,Mount Sinai West,"Mount Sinai West, 1000, 10th Avenue, Clinton, Manhattan Community Board 4, Manhattan, New York County, City of New York, New York, 10019, United States",40.7697129,-73.9869074215874,1000,10th Avenue,Clinton,Manhattan,New York County,City of New York,New York,US-NY,10019,United States,us
56,filming,success,,ferry_terminal,St. George Ferry Terminal,"St. George Ferry Terminal, 2, Borough Place, Saint George, Staten Island, Richmond County, City of New York, New York, 10301, United States",40.64419795,-74.07284875855895,2,Borough Place,Saint George,Staten Island,,City of New York,New York,US-NY,10301,United States,us
57,filming,success,,bridge,,"Southwalk, Manhattan Community Board 12, Manhattan, New York County, City of New York, Bergen County, New York, 10033, United States",40.84947185,-73.94230840202636,,Southwalk,Manhattan Community Board 12,Manhattan,New York County,City of New York,New York,US-NY,10033,United States,us
58,filming,success,,yes,,"692, Cauldwell Avenue, Melrose, The Bronx, Bronx County, City of New York, New York, 10455, United States",40.817494350000004,-73.90898755101122,692,Cauldwell Avenue,Melrose,The Bronx,Bronx County,City of New York,New York,US-NY,10455,United States,us
59,filming,success,,attraction,Columbus Circle,"Columbus Circle, Manhattan Community Board 4, Manhattan, New York County, City of New York, New York, 10023, United States",40.7680741,-73.98189469659101,,Columbus Circle,Manhattan Community Board 4,Manhattan,New York County,City of New York,New York,US-NY,10023,United States,us
60,filming,success,,secondary,65th Street Transverse,"65th Street Transverse, Manhattan, New York County, City of New York, New York, 10023, United States",40.77240587928381,-73.97869781144364,,65th Street Transverse,,Manhattan,New York County,City of New York,New York,US-NY,10023,United States,us
61,filming,success,,construction,2 World Trade Center,"2 World Trade Center, 200, Greenwich Street, Lower Manhattan, Manhattan, New York County, City of New York, New York, 10048, United States",40.7122111,-74.01118827820513,200,Greenwich Street,,Manhattan,New York County,City of New York,New York,US-NY,10048,United States,us
62,filming,success,,house,,"2, West 47th Street, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10036, United States",40.7594113,-73.9848237,2,West 47th Street,Manhattan Community Board 5,Manhattan,New York County,City of New York,New York,US-NY,10036,United States,us
63,filming,success,,fountain,Revson Fountain,"Revson Fountain, Josie Robertson Plaza, Manhattan Community Board 7, Manhattan, New York County, City of New York, New York, 10023, United States",40.77231445,-73.98339504739013,,Josie Robertson Plaza,Manhattan Community Board 7,Manhattan,New York County,City of New York,New York,US-NY,10023,United States,us
64,filming,success,,arts_centre,Lincoln Center for the Performing Arts,"Lincoln Center for the Performing Arts, 10, West 64th Street, Manhattan Community Board 7, Manhattan, New York County, City of New York, New York, 10023, United States",40.7725184,-73.9842183697555,10,West 64th Street,Manhattan Community Board 7,Manhattan,New York County,City of New York,New York,US-NY,10023,United States,us
65,filming,success,,fountain,Bethesda Fountain,"Bethesda Fountain, Bethesda Terrace, Manhattan, New York County, City of New York, New York, 10065, United States",40.774326,-73.97083349518226,,Bethesda Terrace,,Manhattan,New York County,City of New York,New York,US-NY,10065,United States,us
66,filming,success,,bench,,"Bow Bridge, Manhattan, New York County, City of New York, New York, 10023, United States",40.7764731,-73.9709621,,Bow Bridge,,Manhattan,New York County,City of New York,New York,US-NY,10023,United States,us
67,filming,success,,unclassified,Wards Meadow Loop,"Wards Meadow Loop, Manhattan Community Board 11, Manhattan, New York County, City of New York, New York, 11102, United States",40.78440160107072,-73.92933500847558,,Wards Meadow Loop,Manhattan Community Board 11,Manhattan,New York County,City of New York,New York,US-NY,11102,United States,us
68,filming,success,,monument,Soldiers' and Sailors' Monument,"Soldiers' and Sailors' Monument, Riverside Drive, Manhattan Community Board 7, Manhattan, New York County, City of New York, New York, 10024, United States",40.792091049999996,-73.97892752347826,,Riverside Drive,Manhattan Community Board 7,Manhattan,New York County,City of New York,New York,US-NY,10024,United States,us
69,filming,success,,office,PENN 2,"PENN 2, 2, Pennsylvania Plaza, Chelsea District, Manhattan, New York County, City of New York, New York, 10121, United States",40.7499109,-73.9920826975262,2,Pennsylvania Plaza,Chelsea District,Manhattan,New York County,City of New York,New York,US-NY,10121,United States,us
70,filming,success,,yes,,"24-13, 32nd Street, Queens, Queens County, City of New York, New York, 11102, United States",40.77141345,-73.91508841244848,24-13,32nd Street,,Queens,Queens County,City of New York,New York,US-NY,11102,United States,us
71,filming,success,,primary,Columbus Avenue,"Columbus Avenue, Manhattan Community Board 7, Manhattan, New York County, City of New York, New York, 10025, United States",40.780003246110105,-73.97690470975796,,Columbus Avenue,Manhattan Community Board 7,Manhattan,New York County,City of New York,New York,US-NY,10025,United States,us
72,filming,success,,house,,"39, Whitehall Street, Whitehall, Manhattan, New York County, City of New York, New York, 10004, United States",40.70291,-74.0128088,39,Whitehall Street,Whitehall,Manhattan,New York County,City of New York,New York,US-NY,10004,United States,us
73,filming,success,,bicycle_parking,,"Nell Singer Lilac Walk, Manhattan, New York County, City of New York, New York, 10023, United States",40.7729743,-73.9745074,,Nell Singer Lilac Walk,,Manhattan,New York County,City of New York,New York,US-NY,10023,United States,us
74,filming,success,,yes,,"127, Spring Street, University Village, Manhattan, New York County, City of New York, New York, 10012, United States",40.7240219,-74.00033247694265,127,Spring Street,University Village,Manhattan,New York County,City of New York,New York,US-NY,10012,United States,us
75,filming,success,,school,PS 75,"PS 75, 735, West End Avenue, Manhattan Community Board 7, Manhattan, New York County, City of New York, New York, 10025, United States",40.7951176,-73.97378314548189,735,West End Avenue,Manhattan Community Board 7,Manhattan,New York County,City of New York,New York,US-NY,10025,United States,us
76,filming,success,,yes,,"2624, Broadway, Manhattan Community Board 7, Manhattan, New York County, City of New York, New York, 10025, United States",40.79667405,-73.96979743478252,2624,Broadway,Manhattan Community Board 7,Manhattan,New York County,City of New York,New York,US-NY,10025,United States,us
77,filming,success,,government,David N. Dinkins Manhattan Municipal Building,"David N. Dinkins Manhattan Municipal Building, 1, Centre Street, Lower Manhattan, Manhattan, New York County, City of New York, New York, 10007, United States",40.7130272,-74.00347421311828,1,Centre Street,,Manhattan,New York County,City of New York,New York,US-NY,10007,United States,us
78,filming,success,,yes,,"127, Spring Street, University Village, Manhattan, New York County, City of New York, New York, 10012, United States",40.7240219,-74.00033247694265,127,Spring Street,University Village,Manhattan,New York County,City of New York,New York,US-NY,10012,United States,us
79,filming,success,,attraction,Brooklyn Bridge,"Brooklyn Bridge, Brooklyn Bridge Promenade, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10038, United States",40.706217499999994,-73.99702079064284,,Brooklyn Bridge Promenade,Manhattan Community Board 3,Manhattan,New York County,City of New York,New York,US-NY,10038,United States,us
80,filming,success,,tertiary,East 170th Street,"East 170th Street, The Bronx, Bronx County, City of New York, New York, 10452, United States",40.83868480011995,-73.91373636339787,,East 170th Street,,The Bronx,Bronx County,City of New York,New York,US-NY,10452,United States,us
81,filming,success,,yes,,"36, West 20th Street, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10011, United States",40.7403613,-73.99310552157141,36,West 20th Street,Manhattan Community Board 5,Manhattan,New York County,City of New York,New York,US-NY,10011,United States,us
82,filming,success,,house,,"46, William Street, Whitehall, Manhattan, New York County, City of New York, New York, 10005, United States",40.7065567,-74.009235,46,William Street,Whitehall,Manhattan,New York County,City of New York,New York,US-NY,10005,United States,us
83,filming,success,,house,,"241, West Broadway, Lower Manhattan, Manhattan, New York County, City of New York, New York, 10013, United States",40.7196322,-74.0057809,241,West Broadway,,Manhattan,New York County,City of New York,New York,US-NY,10013,United States,us
84,filming,success,,pedestrian,,"Manhattan, New York County, City of New York, New York, 10023, United States",40.7747074,-73.97254711266115,,,,Manhattan,New York County,City of New York,New York,US-NY,10023,United States,us
85,filming,success,,yes,,"1181, Walton Avenue, High Bridge, The Bronx, Bronx County, City of New York, New York, 10452, United States",40.8346155,-73.92001155,1181,Walton Avenue,High Bridge,The Bronx,Bronx County,City of New York,New York,US-NY,10452,United States,us
86,filming,success,,station,Bay Parkway,"Bay Parkway, 86th Street, Bensonhurst, Brooklyn, Kings County, City of New York, New York, 11223, United States",40.6019107,-73.993774,,86th Street,Bensonhurst,Brooklyn,Kings County,City of New York,New York,US-NY,11223,United States,us
87,filming,success,,yes,,"251, West 138th Street, Manhattan Community Board 10, Manhattan, New York County, City of New York, New York, 10030, United States",40.81818055,-73.9440901420945,251,West 138th Street,Manhattan Community Board 10,Manhattan,New York County,City of New York,New York,US-NY,10030,United States,us
88,filming,success,,garden,,"Washington Square North, University Village, Manhattan, New York County, City of New York, New York, 10012, United States",40.73085519999999,-73.99691584774584,,Washington Square North,University Village,Manhattan,New York County,City of New York,New York,US-NY,10012,United States,us
89,filming,success,,yes,100 Greenwich Street,"100 Greenwich Street, 100, Greenwich Street, Whitehall, Lower Manhattan, Manhattan, New York County, City of New York, New York, 10006, United States",40.708283449999996,-74.01373464899515,100,Greenwich Street,Whitehall,Manhattan,New York County,City of New York,New York,US-NY,10006,United States,us
90,filming,success,,commercial,225 Liberty Street,"225 Liberty Street, 225, Liberty Street, Whitehall, Manhattan, New York County, City of New York, New York, 10281, United States",40.712272049999996,-74.01543606304264,225,Liberty Street,Whitehall,Manhattan,New York County,City of New York,New York,US-NY,10281,United States,us
91,filming,success,,house,,"445, East 6th Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10009, United States",40.7256595,-73.9841562,445,East 6th Street,Manhattan Community Board 3,Manhattan,New York County,City of New York,New York,US-NY,10009,United States,us
92,filming,success,,mall,Westfield World Trade Center,"Westfield World Trade Center, 185, Greenwich Street, Whitehall, Lower Manhattan, Manhattan, New York County, City of New York, New York, 10048, United States",40.71093215,-74.01164249076538,185,Greenwich Street,Whitehall,Manhattan,New York County,City of New York,New York,US-NY,10048,United States,us
93,filming,success,,house,,"683, 9th Avenue, Clinton, Manhattan Community Board 4, Manhattan, New York County, City of New York, New York, 10036, United States",40.761804,-73.9903993,683,9th Avenue,Clinton,Manhattan,New York County,City of New York,New York,US-NY,10036,United States,us
94,filming,success,,pitch,,"2nd Avenue, Manhattan Community Board 11, Manhattan, New York County, City of New York, New York, 10035, United States",40.80060885,-73.93373970593561,,2nd Avenue,Manhattan Community Board 11,Manhattan,New York County,City of New York,New York,US-NY,10035,United States,us
95,filming,success,,courthouse,Criminal Courts Building,"Criminal Courts Building, Centre Street, Lower Manhattan, Manhattan, New York County, City of New York, New York, 10013, United States",40.7159436,-74.00078127379598,,Centre Street,,Manhattan,New York County,City of New York,New York,US-NY,10013,United States,us
96,filming,success,,arts_centre,Lincoln Center for the Performing Arts,"Lincoln Center for the Performing Arts, 10, West 64th Street, Manhattan Community Board 7, Manhattan, New York County, City of New York, New York, 10023, United States",40.7725184,-73.9842183697555,10,West 64th Street,Manhattan Community Board 7,Manhattan,New York County,City of New York,New York,US-NY,10023,United States,us
97,filming,success,,school,Public School 6,"Public School 6, 45, East 81st Street, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10028, United States",40.7777149,-73.96074159122665,45,East 81st Street,Manhattan Community Board 8,Manhattan,New York County,City of New York,New York,US-NY,10028,United States,us
98,filming,success,,house,,"59, Worth Street, Lower Manhattan, Manhattan, New York County, City of New York, New York, 10013, United States",40.7172505,-74.0064037,59,Worth Street,,Manhattan,New York County,City of New York,New York,US-NY,10013,United States,us
99,filming,success,,restaurant,,"Bowery Street, West Brighton, Brooklyn, Kings County, City of New York, New York, 11224, United States",40.57471995,-73.98085355632531,,Bowery Street,West Brighton,Brooklyn,Kings County,City of New York,New York,US-NY,11224,United States,us
100,filming,success,,residential,Christopher Street,"Christopher Street, Manhattan, New York County, City of New York, New York, 10014, United States",40.73361157724148,-74.00279626692992,,Christopher Street,,Manhattan,New York County,City of New York,New York,US-NY,10014,United States,us
101,filming,success,,attraction,Manhattan Bridge,"Manhattan Bridge, East River Greenway, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States",40.7069642,-73.99045922288899,,East River Greenway,Manhattan Community Board 3,Manhattan,New York County,City of New York,New York,US-NY,10002,United States,us
102,filming,success,,primary,Broadway,"Broadway, Manhattan Community Board 9, Manhattan, New York County, City of New York, New York, 10031, United States",40.83227798586247,-73.94632188039317,,Broadway,Manhattan Community Board 9,Manhattan,New York County,City of New York,New York,US-NY,10031,United States,us
103,filming,success,,restaurant,Red Lobster,"Red Lobster, 261, West 125th Street, Manhattan Community Board 10, Manhattan, New York County, City of New York, New York, 10027, United States",40.8100567,-73.9504391,261,West 125th Street,Manhattan Community Board 10,Manhattan,New York County,City of New York,New York,US-NY,10027,United States,us
104,filming,success,,hotel,The Lexington,"The Lexington, 511, Lexington Avenue, Manhattan Community Board 6, Manhattan, New York County, City of New York, New York, 10017, United States",40.754906250000005,-73.97303572091195,511,Lexington Avenue,Manhattan Community Board 6,Manhattan,New York County,City of New York,New York,US-NY,10017,United States,us
105,filming,success,,yes,,"9, West 53rd Street, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10019, United States",40.76118925,-73.9770093015525,9,West 53rd Street,Manhattan Community Board 5,Manhattan,New York County,City of New York,New York,US-NY,10019,United States,us
106,filming,success,,platform,West Farms Square-East Tremont Avenue,"West Farms Square-East Tremont Avenue, East Tremont Avenue, West Farms, The Bronx, Bronx County, City of New York, New York, 10461, United States",40.8403292,-73.87989491786803,,East Tremont Avenue,West Farms,The Bronx,Bronx County,City of New York,New York,US-NY,10461,United States,us
107,filming,success,,house,,"422, 11th Avenue, Manhattan Community Board 4, Manhattan, New York County, City of New York, New York, 10018, United States",40.75730085185185,-74.0007541111111,422,11th Avenue,Manhattan Community Board 4,Manhattan,New York County,City of New York,New York,US-NY,10018,United States,us
108,filming,success,,house,,"200, Hester Street, Lower Manhattan, Manhattan, New York County, City of New York, New York, 10013, United States",40.7184123,-73.9989219,200,Hester Street,,Manhattan,New York County,City of New York,New York,US-NY,10013,United States,us
109,filming,success,,garden,,"Battery Bikeway, Whitehall, Manhattan, New York County, City of New York, New York, 10275, United States",40.70447325,-74.01473434453125,,Battery Bikeway,Whitehall,Manhattan,New York County,City of New York,New York,US-NY,10275,United States,us
